Rank,Summoner,Tier,LP,Most Champ,Wins,Losses,Win Ratio
1,Cupic Vtuber#Cupic,challenger,689,"['Seraphine', 'Sona', 'Hwei']",53,24,69
2,ttv Pentaless1#NA2,challenger,649,"['Nunu', 'Maokai', 'Syndra']",68,34,67
3,江多宝#0409,challenger,593,"['Kaisa', 'Viego', 'Ekko']",56,35,62
4,Zeus#WBJ,challenger,501,"['Fiora', 'Aatrox', 'Akali']",71,41,63
5,Spica#001,challenger,485,"['Lillia', 'Graves', 'LeeSin']",52,34,60
6,T0mio#NA1,grandmaster,514,"['LeeSin', 'Singed', 'Graves']",62,46,57
7,Solarbacca#NA1,grandmaster,499,"['Gangplank', 'Nautilus', 'Twitch']",61,39,61
8,Yuuji#247,grandmaster,495,"['Graves', 'Brand', 'Khazix']",57,31,65
9,Ilynav best girl#epic7,grandmaster,477,"['TwistedFate', 'Tristana', 'Ashe']",105,79,57
10,Pobelter#NA1,grandmaster,457,"['Corki', 'Azir', 'Akali']",57,35,62
11,sorde#NA1,grandmaster,446,"['Yasuo', 'Yone', 'Tryndamere']",52,35,60
12,Xueli#Mike,grandmaster,445,"['XinZhao', 'Khazix', 'Graves']",75,45,63
13,zzyy#NA1,grandmaster,431,"['Riven', 'Fiora', 'Yone']",62,43,59
14,Davemon#NA1,grandmaster,405,"['Pyke', 'Sylas', 'Akshan']",53,43,55
15,TwitchTv Sheiden#0001,grandmaster,394,"['XinZhao', 'Brand', 'Nocturne']",79,64,55
16,ScrubNoob#NA1,grandmaster,376,"['Rengar', 'Nocturne', 'Evelynn']",47,31,60
17,chenchen53#TTV,grandmaster,362,"['Akshan', 'Vladimir', 'Hwei']",73,60,55
18,PaIco#NA1,grandmaster,354,['Garen'],50,30,63
19,jamican banana#NA1,grandmaster,352,"['Ivern', 'XinZhao', 'Thresh']",82,68,55
20,twitch lolwenwin#UDYR,grandmaster,343,"['Udyr', 'XinZhao', 'Gragas']",76,51,60
21,小奶栗#sss,grandmaster,342,"['Khazix', 'Graves', 'Lucian']",81,65,55
22,Nikkone#NA1,grandmaster,337,"['Fiddlesticks', 'Khazix', 'Nocturne']",49,32,60
23,Josedeodo#NA1,grandmaster,335,"['Brand', 'XinZhao', 'Gragas']",32,17,65
24,Acce1#NA1,grandmaster,331,"['Jax', 'Renekton', 'Aatrox']",50,26,66
25,MunchyTheMonster#LCS,grandmaster,326,"['Rengar', 'Khazix', 'Viego']",38,15,72
26,Wave Control#NA1,grandmaster,325,"['Seraphine', 'Malphite', 'Karma']",66,53,55
27,boLa zzz#uwu,grandmaster,324,"['Varus', 'Kaisa', 'Xayah']",42,16,72
28,Quantum#NA1,grandmaster,318,"['Diana', 'Naafiri', 'Swain']",48,35,58
29,Nobel#y13,grandmaster,313,"['XinZhao', 'Viego', 'Graves']",72,48,60
30,Mobility#NA2,grandmaster,301,"['Xayah', 'MissFortune', 'Lucian']",50,38,57
31,AoJune#3354,grandmaster,300,"['TwistedFate', 'LeeSin', 'Sylas']",56,42,57
32,handfool#zzzz,grandmaster,293,"['Talon', 'Viego', 'Kayn']",68,63,52
33,andyincher#NA1,grandmaster,292,"['Ashe', 'Senna', 'Brand']",77,54,59
34,Yoshi#NA1,grandmaster,291,"['Rengar', 'Aatrox', 'Trundle']",39,21,65
35,humzh#0001,grandmaster,290,"['Draven', 'Lucian', 'Varus']",67,55,55
36,CaptBear#NA1,grandmaster,284,['Kled'],52,39,57
37,TL UmTi#0602,grandmaster,283,"['Zac', 'LeeSin', 'Graves']",38,10,79
38,Dragoon#kisno,grandmaster,282,"['Kaisa', 'Lucian', 'Vayne']",26,3,90
39,njt#1968,grandmaster,279,"['Lucian', 'Corki', 'Galio']",51,37,58
40,Tèo#May13,grandmaster,279,"['MasterYi', 'Jax', 'Graves']",57,39,59
41,Adrian Riven#NA1,grandmaster,277,"['Riven', 'Pantheon', 'Olaf']",72,53,58
42,kookykrook#NA1,grandmaster,277,"['Rumble', 'Jax', 'Poppy']",65,59,52
43,Miracle#MIKE,grandmaster,276,"['Nautilus', 'Senna', 'Rell']",44,30,59
44,homeslicer#NA1,grandmaster,271,"['Senna', 'Fiddlesticks', 'Bard']",47,28,63
45,syeu#syeu,grandmaster,270,"['Akali', 'Soraka', 'Diana']",48,37,56
46,Principal#001,grandmaster,268,"['Katarina', 'Akali', 'Varus']",40,23,63
47,QUANTE#777,grandmaster,268,"['Urgot', 'DrMundo', 'Mordekaiser']",36,23,61
48,alvinchangrocks#NA1,grandmaster,260,"['Senna', 'Janna', 'Seraphine']",44,30,59
49,Inoriboob#NA1,grandmaster,259,"['Draven', 'Jhin', 'Zeri']",50,40,56
50,TL Honda CoreJJ#1123,grandmaster,256,"['Senna', 'Neeko', 'Ashe']",31,14,69
51,Hiccup1357#duck,grandmaster,255,"['Lulu', 'Milio', 'Soraka']",52,38,58
52,ThëBeesKnees#NA1,grandmaster,251,"['Azir', 'Jhin', 'Veigar']",76,59,56
53,ScaryJerry#NA1,grandmaster,250,"['Varus', 'MissFortune', 'Jhin']",35,8,81
54,Fishlord#Swain,grandmaster,250,"['Swain', 'Brand']",42,24,64
55,who dat who dat#NA1,grandmaster,247,"['Aatrox', 'Fizz', 'Jayce']",50,34,60
56,BoilTheOil#NA1,grandmaster,245,"['Sett', 'KSante', 'Udyr']",47,30,61
57,randomlydie#NA1,grandmaster,243,"['Akali', 'Lucian', 'LeeSin']",32,11,74
58,Neøø#1012,grandmaster,241,"['Varus', 'Kaisa', 'Lucian']",63,56,53
59,cupcakes29#NA1,grandmaster,241,"['Viktor', 'Gragas', 'Cassiopeia']",49,39,56
60,radishfarmer102#603,grandmaster,240,"['Rakan', 'Rell', 'Renata']",47,24,66
61,KKYTJ#剑姬王,grandmaster,236,"['Fiora', 'Jayce', 'Jax']",59,48,55
62,C9 Berserker#NA1,grandmaster,235,"['Jhin', 'Ezreal', 'Lucian']",31,12,72
63,Will#NA12,grandmaster,234,"['XinZhao', 'Graves', 'Taliyah']",56,40,58
64,wx tonytoppwd#NA1,grandmaster,233,"['Camille', 'Jax', 'Rumble']",58,41,59
65,100 River#hii,grandmaster,233,"['LeeSin', 'Graves', 'Nocturne']",27,3,90
66,Jack#NA5,grandmaster,229,"['Jayce', 'Poppy', 'KSante']",41,27,60
67,Shogo#3437,grandmaster,228,"['Kalista', 'Lucian', 'Fizz']",36,23,61
68,取之性命木剑足矣#一剑断万法,grandmaster,225,"['Hecarim', 'Ekko', 'Nocturne']",59,41,59
69,llIIlIlIlIlIlIlI#NA1,grandmaster,223,"['Lillia', 'Khazix', 'Belveth']",59,40,60
70,Aries#Yue,grandmaster,220,"['Seraphine', 'Samira', 'Kalista']",35,21,63
71,YZN#JGDIF,grandmaster,220,"['Belveth', 'Trundle', 'Kayn']",93,77,55
72,Enchanting#you,grandmaster,218,"['Seraphine', 'Senna', 'Sona']",43,20,68
73,jimmykoi#NA1,grandmaster,216,"['Twitch', 'Seraphine', 'Lux']",43,31,58
74,mrbleetoe#ryann,grandmaster,215,"['Vladimir', 'Kassadin', 'Pantheon']",42,26,62
75,YørdleQuęęn#NA1,grandmaster,212,"['Nami', 'Karma', 'Jhin']",32,11,74
76,与我无关#随心所欲,grandmaster,212,"['Pyke', 'Senna', 'Rell']",32,18,64
77,Glue Monkey 025#NA1,grandmaster,210,"['Singed', 'Maokai', 'Udyr']",98,81,55
78,Luciferium#NA1,grandmaster,209,"['Draven', 'Tristana', 'Lucian']",56,47,54
79,Pooper Josh#POOP,grandmaster,209,"['Varus', 'Zeri', 'Kaisa']",57,43,57
80,DIg Striker#NA1,grandmaster,207,['Jhin'],39,26,60
81,MYSTIC77#MYSTC,grandmaster,207,"['Ezreal', 'Ekko', 'Ziggs']",34,22,61
82,Animosity#NA1,grandmaster,206,"['Kled', 'Olaf', 'Gwen']",50,27,65
83,Polite Kitten#NA0,grandmaster,205,"['Riven', 'Katarina', 'Rumble']",42,30,58
84,Choker#hty,grandmaster,205,"['Leblanc', 'Ahri', 'Aatrox']",74,66,53
85,VULCAN#5125,grandmaster,204,"['Senna', 'Rakan', 'Neeko']",28,12,70
86,demondort#1v9,grandmaster,204,"['Kayn', 'Ekko', 'Ivern']",68,45,60
87,DripDrop#1234,grandmaster,202,"['KSante', 'Aatrox', 'Karthus']",35,19,65
88,UM1 Kokushibo#NA1,grandmaster,202,"['Nasus', 'Jax', 'Tryndamere']",48,23,68
89,Spawn#NA3,grandmaster,201,"['Jhin', 'Varus', 'Aphelios']",29,18,62
90,Icy#0499,grandmaster,201,"['Hwei', 'Syndra', 'Jayce']",38,19,67
91,Previous#NA1,grandmaster,201,"['Draven', 'Twitch', 'Karthus']",56,50,53
92,Conchad#Luck,grandmaster,200,"['Zac', 'Yasuo', 'Pantheon']",50,33,60
93,TheEliteJohn#333,grandmaster,200,"['Graves', 'Viego', 'XinZhao']",56,42,57
94,Durag Danny#NA1,grandmaster,200,"['Bard', 'Milio', 'Alistar']",35,14,71
95,VintageBlues#NA1,master,214,"['Rumble', 'Bard', 'Brand']",61,36,63
96,philip#2002,master,210,"['Aatrox', 'KSante', 'Jax']",30,14,68
97,Decoy#NA3,master,200,"['Aatrox', 'Jax', 'Udyr']",54,51,51
98,Chovy#2009,master,199,"['Leblanc', 'Azir', 'Riven']",37,29,56
99,Max#nnnnn,master,198,"['Renata', 'Senna', 'Nautilus']",57,41,58
100,Halal Bros 2023#AK47,master,198,"['Jax', 'Aatrox', 'Olaf']",21,2,91
101,kaisa2#NA1,master,195,"['Rengar', 'XinZhao', 'LeeSin']",34,18,65
102,Sakura PaiPai#喜欢吃派,master,192,"['Heimerdinger', 'Irelia', 'Soraka']",67,44,60
103,sup line#NA1,master,189,"['Bard', 'Rakan', 'Nautilus']",28,17,62
104,ArekXander#NA1,master,186,"['Seraphine', 'Rakan', 'Milio']",47,34,58
105,5kid#NA1,master,186,"['Brand', 'Aatrox', 'Jhin']",42,26,62
106,l3engee#NA1,master,186,"['Kalista', 'Lucian', 'Senna']",40,24,63
107,lost servant#0000,master,183,"['Talon', 'Zed', 'Vladimir']",53,39,58
108,Viper#6884,master,181,"['Riven', 'Vayne', 'Gwen']",29,16,64
109,Janna Mechanics#Marty,master,178,"['Nami', 'Janna', 'Soraka']",32,15,68
110,Desire#Dom,master,178,"['Rumble', 'Janna', 'Leona']",60,48,56
111,4na#BURU,master,175,"['Lucian', 'Khazix', 'Tristana']",58,41,59
112,xa thu pho nui#KTum,master,175,"['Kaisa', 'Zeri', 'Vayne']",40,25,62
113,kisno#NA1,master,174,"['Diana', 'Kindred', 'Hecarim']",48,42,53
114,Da1ky#NA1,master,174,"['Belveth', 'Elise', 'Viego']",43,25,63
115,llaSummit#LLA,master,171,"['Jax', 'Rumble', 'Aatrox']",33,15,69
116,min#33333,master,170,"['LeeSin', 'Belveth', 'Gragas']",44,24,65
117,Kzykendy#NA1,master,169,"['Azir', 'Malphite', 'Garen']",46,42,52
118,K9 Poochie#Dawg,master,166,"['Ahri', 'Naafiri', 'Orianna']",40,24,63
119,Matty#0007,master,163,"['XinZhao', 'Lillia', 'Viego']",47,31,60
120,Jolteon#pobah,master,163,"['Yone', 'Yasuo', 'Ezreal']",33,18,65
121,soul#274,master,160,"['Katarina', 'Graves', 'Viego']",43,24,64
122,soloq villain#soloq,master,160,"['Corki', 'Azir', 'KSante']",30,16,65
123,Kenvi#NA1,master,160,"['Talon', 'Brand', 'Rumble']",35,23,60
124,Cupic#Hwei,master,159,"['Lux', 'Hwei', 'Seraphine']",24,10,71
125,好没用#pupu,master,159,"['Rengar', 'Viego', 'Ekko']",46,31,60
126,Reformed#3201,master,159,"['Poppy', 'Katarina', 'Riven']",63,43,59
127,Iamiuru2#FLYE,master,158,"['Karma', 'Rakan', 'Leona']",35,22,61
128,Srtty#Srtty,master,158,"['Aatrox', 'Rumble', 'Jax']",30,20,60
129,Crimson#gyatt,master,154,"['Aatrox', 'Olaf', 'Renekton']",34,25,58
130,RRRRRRR#9301,master,154,"['Jayce', 'Sylas', 'Akali']",49,26,65
131,Yozu#Lux,master,150,"['Lux', 'Hwei', 'Seraphine']",38,26,59
132,Panyy#8887,master,148,"['Senna', 'MasterYi', 'XinZhao']",46,30,61
133,Tempest#tempy,master,147,"['Yone', 'Yasuo', 'Brand']",24,5,83
134,ARMAO#NA1,master,145,"['Poppy', 'Lillia', 'LeeSin']",32,22,59
135,omlettte#egg,master,145,"['Syndra', 'Riven', 'Blitzcrank']",33,19,63
136,fast car 47#NA1,master,143,"['Bard', 'Thresh', 'Blitzcrank']",34,18,65
137,jojo#FLCN,master,142,"['Akali', 'Vladimir', 'Neeko']",69,51,57
138,zombie12thfan#NA1,master,142,"['Akshan', 'Lucian', 'Azir']",32,19,63
139,Assapp#NA1,master,141,"['Velkoz', 'Syndra']",69,54,56
140,BigOneEight#NA1,master,141,"['Fiddlesticks', 'Brand', 'Amumu']",50,41,55
141,Love Ego#1tap,master,140,"['XinZhao', 'Senna', 'Thresh']",68,61,53
142,TvAnUglyBroccoli#TTV,master,140,"['Bard', 'Twitch', 'Kaisa']",64,46,58
143,5fire#NA5,master,140,"['Leblanc', 'Zoe', 'Hwei']",25,6,81
144,concede#NA1,master,140,"['Kassadin', 'Soraka', 'Sona']",47,29,62
145,enryu#iMi,master,139,"['Ashe', 'Nilah', 'Zyra']",26,10,72
146,garbo#ivern,master,138,"['Ivern', 'Rell', 'JarvanIV']",34,23,60
147,quancutengokngek#2004,master,136,"['Rammus', 'Yuumi', 'Garen']",42,34,55
148,再 见#zzz,master,135,"['LeeSin', 'Taliyah', 'Viego']",37,28,57
149,My Dream LCS#NA1,master,135,"['Brand', 'Graves', 'Lillia']",34,22,61
150,Berik#fish,master,134,"['Rumble', 'KSante', 'Jax']",30,22,58
151,A Trusty Penguin#NA1,master,133,"['Pyke', 'Braum', 'Nautilus']",41,27,60
152,Empathy#哈哈哈,master,132,"['Kindred', 'Khazix', 'Tristana']",36,22,62
153,Riven Vayne#123,master,132,"['Riven', 'Vayne', 'Akali']",34,33,51
154,175#NA1,master,132,"['Cassiopeia', 'Nilah', 'Talon']",66,56,54
155,Inori#P1P1,master,131,"['Briar', 'RekSai', 'Nocturne']",39,26,60
156,KhaliDino#Dino,master,130,"['Bard', 'Sona', 'Varus']",41,29,59
157,bo7atem#NA1,master,128,"['Hecarim', 'JarvanIV', 'Malphite']",36,19,65
158,Bazz B#NA1,master,127,"['Kalista', 'Draven', 'Jhin']",26,16,62
159,Darshan#55555,master,127,"['Akali', 'Vayne', 'Yone']",54,38,59
160,Ahwii#NA1,master,125,"['Ahri', 'TwistedFate', 'Hwei']",34,16,68
161,100 Sniper#NA1,master,125,"['Jax', 'Aatrox', 'Irelia']",37,18,67
162,宝石king#taric,master,125,"['Taric', 'Xerath', 'Milio']",29,17,63
163,rege#4124,master,124,"['Rengar', 'Viego', 'Graves']",37,25,60
164,PantsAreYouTube#NA1,master,124,"['Jax', 'XinZhao', 'Lillia']",46,32,59
165,Rinn#05150,master,123,"['Samira', 'Senna', 'Varus']",40,24,63
166,Boyolion#Boyo1,master,122,"['Renata', 'Alistar', 'Rakan']",31,18,63
167,RyotheGreat#SF2,master,121,"['Talon', 'Nidalee', 'Viego']",34,20,63
168,DeadIy Mark#NA2,master,121,"['Zed', 'Leblanc', 'Ekko']",47,38,55
169,fliptik#NA1,master,121,"['Camille', 'Gwen', 'Fiora']",48,31,61
170,Moose#wuju,master,119,"['Belveth', 'MasterYi', 'Lillia']",83,54,61
171,闪光小星#stars,master,117,"['Fizz', 'Kassadin', 'Kaisa']",47,43,52
172,cheeselordman#NA1,master,116,"['Jhin', 'Caitlyn', 'Ezreal']",45,32,58
173,Koic#NA1,master,116,"['Skarner', 'Pyke', 'Karma']",61,57,52
174,dpi6400#NA1,master,116,"['Azir', 'Neeko', 'Orianna']",28,18,61
175,闪 闪#CN1,master,116,"['Renekton', 'Vladimir', 'Mordekaiser']",59,48,55
176,array#1128,master,116,"['Aphelios', 'Kalista', 'Varus']",32,22,59
177,KatEvolved#666,master,115,"['Katarina', 'Akali', 'Lucian']",40,28,59
178,Ur LP Is Mine#NA1,master,115,"['Yasuo', 'Akali', 'Zed']",32,17,65
179,Chase#NA4,master,115,"['Shaco', 'Nocturne', 'Kayn']",38,20,66
180,Zamudo#2004,master,115,"['Aatrox', 'Riven', 'Ryze']",24,10,71
181,D K#OHgod,master,114,"['Nautilus', 'Thresh', 'Rell']",36,29,55
182,SReven#NA1,master,114,"['Ashe', 'Kaisa', 'Lucian']",40,22,65
183,El Camino#2024,master,113,"['Vladimir', 'Malphite', 'Sylas']",27,11,71
184,Slzardess#NA1,master,111,"['Pyke', 'Karma', 'Darius']",29,13,69
185,Nunu#5671,master,111,"['Nunu', 'Nocturne', 'Rammus']",50,35,59
186,ENTER THE DRAGON#god,master,110,"['Varus', 'Yone', 'Jax']",54,37,59
187,KIMCHI#존맛탱,master,110,"['Nunu', 'Maokai', 'Malphite']",30,22,58
188,Aiden Yasuo#MESSI,master,109,"['Yasuo', 'Yone', 'Syndra']",34,28,55
189,Dhokla#NA1,master,108,"['Lucian', 'Jax', 'Jayce']",28,20,58
190,Perfect Game#rrr,master,108,"['Sylas', 'Ekko', 'Yone']",35,19,65
191,Airflash#NA1,master,107,"['MonkeyKing', 'Irelia', 'Jayce']",24,12,67
192,Inari#000,master,107,"['Sona', 'Karma', 'Seraphine']",42,33,56
193,Nobody#AK4,master,107,"['Azir', 'Lucian', 'Leblanc']",31,17,65
194,llaLac#LLA,master,106,"['Kaisa', 'Lucian', 'Ezreal']",45,27,63
195,Say My Name0#NA1,master,105,"['Fizz', 'Kassadin', 'Annie']",40,29,58
196,malignant ligma#NA1,master,105,"['TwistedFate', 'Kassadin', 'Udyr']",58,54,52
197,Zhadox#King,master,104,"['LeeSin', 'Khazix', 'RekSai']",43,31,58
198,ydkm#NA1,master,104,"['Xayah', 'Tristana', 'Aphelios']",31,15,67
199,buenos dias#cat,master,104,"['Lillia', 'Brand', 'Khazix']",30,26,54
200,oranges#2010,master,103,"['LeeSin', 'Rengar', 'XinZhao']",39,25,61
201,rovex7#NA1,master,103,"['Rakan', 'Ashe', 'Bard']",28,17,62
202,Instinct#0714,master,101,"['Ashe', 'Senna', 'Kaisa']",31,18,63
203,Chovy#1003,master,101,"['Talon', 'Galio', 'Yone']",64,60,52
204,JUICE WRLD#999WL,master,101,"['Ekko', 'Senna', 'Alistar']",32,21,60
205,milqu#NA1,master,101,"['Rakan', 'Lulu', 'Janna']",23,4,85
206,Sneaky#NA69,master,100,"['Lucian', 'Aphelios', 'Hwei']",35,23,60
207,Kairogami#NA1,master,100,"['Akali', 'Riven', 'MonkeyKing']",30,15,67
208,jolol#NA1,master,100,"['Maokai', 'Aatrox', 'Riven']",40,21,66
209,我不难过#James,master,100,"['Blitzcrank', 'Seraphine', 'Rakan']",30,17,64
210,Geotaro#moooo,master,98,"['Zeri', 'Jhin', 'Senna']",36,21,63
211,Willkie#NA2,master,97,"['Maokai', 'Jayce', 'Malphite']",39,27,59
212,TTV Tempest#NA2,master,97,"['Yone', 'Yasuo', 'Cassiopeia']",48,44,52
213,코지마#0122,master,97,"['Akali', 'Rumble', 'Aatrox']",31,19,62
214,Jungler Main NA#NA1,master,96,"['TahmKench', 'Teemo', 'Karma']",36,26,58
215,blue kayn#NA1,master,95,"['Kayn', 'Briar', 'Teemo']",40,34,54
216,爱吃布格芬#0827,master,94,"['Lucian', 'Caitlyn', 'Jinx']",74,59,56
217,Potat0 Tomat0#NA1,master,93,"['Warwick', 'Jax', 'Trundle']",56,44,56
218,TC porsche#NA1,master,93,"['Rumble', 'Gangplank', 'Jax']",25,13,66
219,Steebi#NA7,master,93,"['Twitch', 'Ezreal', 'Jinx']",38,25,60
220,kaido#NA2,master,93,"['Khazix', 'Viego', 'Graves']",38,28,58
221,barlo#001,master,93,"['Senna', 'Lux', 'Blitzcrank']",37,34,52
222,Berenthal#NA1,master,93,"['AurelionSol', 'Qiyana', 'Zilean']",61,45,58
223,Protos#Colin,master,92,"['Bard', 'Senna', 'Neeko']",25,19,57
224,D0WG#dog,master,92,"['Warwick', 'Amumu', 'Zac']",59,51,54
225,callmesoo#NA1,master,92,"['Jinx', 'Jhin', 'Kaisa']",50,37,57
226,Chànel#NA1,master,91,"['Seraphine', 'Sona', 'Lux']",36,19,65
227,Rapid Slash#Uli,master,90,"['Jax', 'Nasus', 'TwistedFate']",29,11,73
228,Isolde#NA1,master,89,"['Viego', 'Rakan', 'Kayle']",24,12,67
229,x o#aiko,master,89,"['Talon', 'Diana', 'Zeri']",30,20,60
230,Menace of Zaun#NA1,master,88,"['Singed', 'Warwick', 'Sion']",39,28,58
231,A Furious Doctor#Adam,master,88,"['Pyke', 'Jhin', 'Nautilus']",43,26,62
232,Fischl#7388,master,88,"['Udyr', 'Gragas', 'Poppy']",25,15,63
233,Shun Feng Lang#story,master,88,"['Khazix', 'Hecarim', 'MasterYi']",43,27,61
234,IWDominate#305,master,88,"['Udyr', 'Nunu', 'XinZhao']",55,49,53
235,faker god top#NA1,master,86,"['Udyr', 'Pantheon', 'Jax']",30,20,60
236,yuki#inori,master,86,"['Janna', 'Leona', 'TahmKench']",40,33,55
237,CLG Ravey#NA1,master,85,"['Kled', 'Naafiri', 'Renekton']",48,37,56
238,ppalli#999,master,85,['Qiyana'],31,22,58
239,hope1#1549,master,84,"['Kalista', 'Aphelios', 'Varus']",31,23,57
240,Topo#NA1,master,83,"['Poppy', 'Chogath', 'Ornn']",39,34,53
241,Breezyyy#NA1,master,82,"['Senna', 'Milio', 'Alistar']",49,50,49
242,Chime#FLY,master,82,"['Nautilus', 'Milio', 'Neeko']",39,30,57
243,Ruri#Anm,master,81,"['MasterYi', 'Nocturne', 'Kayn']",44,30,59
244,Shrinkem#mybad,master,81,"['Varus', 'Kaisa', 'Jhin']",31,17,65
245,gemi#swift,master,80,"['Poppy', 'Ornn', 'Camille']",37,30,55
246,Nightstar#BLG,master,80,"['MissFortune', 'Varus', 'Sivir']",33,22,60
247,handfool#mai,master,80,"['Lillia', 'Kindred', 'Kayn']",29,17,63
248,leesin4#NA1,master,79,"['XinZhao', 'Hecarim', 'Aatrox']",54,49,52
249,MooMooMooCow#NA1,master,79,"['Caitlyn', 'Varus', 'Lucian']",33,22,60
250,Markaloff#NA1,master,79,"['Rakan', 'Sylas', 'Akali']",39,22,64
251,Gungerw#NA1,master,79,"['Alistar', 'Velkoz', 'Fiddlesticks']",39,26,60
252,TTV SolNeverDie#999,master,78,"['Talon', 'Gwen', 'Rengar']",49,47,51
253,DefNotRoger#NA1,master,78,"['Pantheon', 'Aatrox', 'Chogath']",26,13,67
254,Ahj#YONE,master,78,"['Yone', 'Azir', 'Akali']",37,29,56
255,BlueBasket#NA1,master,78,"['Zilean', 'Rell', 'Blitzcrank']",37,23,62
256,ap0calypse#EUWXD,master,78,['Janna'],44,34,56
257,Aklangoldie#NA1,master,78,"['Khazix', 'LeeSin', 'Graves']",42,25,63
258,TripleTops#NA1,master,78,"['Jhin', 'Hwei', 'Aphelios']",24,7,77
259,ZED04#NA1,master,77,"['Zed', 'Yone', 'Sylas']",52,50,51
260,Competition9#0909,master,77,"['Vladimir', 'Hwei', 'Jhin']",29,19,60
261,WhyPPHard808#UWU,master,77,"['KSante', 'Jayce', 'Jax']",40,30,57
262,WDL#4MA19,master,77,"['Varus', 'Lucian', 'Ezreal']",44,32,58
263,Asyc#nyaa,master,77,"['Lucian', 'Samira', 'Milio']",30,25,55
264,SanfordJiaYouLin#SandJ,master,76,"['Aatrox', 'Yone', 'Brand']",39,27,59
265,goku chan#2308,master,76,"['Akali', 'Syndra', 'Sylas']",40,34,54
266,700 lbs deadlift#NA1,master,76,"['Renekton', 'Fiora', 'Teemo']",46,32,59
267,prao#qaq,master,75,"['Graves', 'Kindred', 'XinZhao']",30,19,61
268,재능과 노력#FXYX,master,75,"['Sylas', 'Hwei', 'Lucian']",37,30,55
269,Bessyker#6219,master,74,"['Kled', 'Poppy', 'Camille']",27,11,71
270,moneyforfun#zesty,master,74,"['Yone', 'Renekton', 'Jayce']",30,20,60
271,YNO BLITZ#CHESS,master,74,"['Rumble', 'Gragas', 'Blitzcrank']",43,26,62
272,eXyu#000,master,74,"['Corki', 'Viego', 'Graves']",30,17,64
273,ItzYoru#help,master,74,"['Thresh', 'Rakan', 'Blitzcrank']",38,38,50
274,Altyl#NA1,master,73,"['Jayce', 'Taliyah', 'Xerath']",47,40,54
275,Expelles#NA1,master,73,"['Poppy', 'Kled', 'Akali']",34,25,58
276,discipline beast#BX69,master,72,"['KSante', 'Udyr', 'Jayce']",39,31,56
277,barbagianni#3209,master,72,"['Senna', 'MissFortune', 'Jhin']",55,37,60
278,Paul AIIen#NA1,master,71,"['Rumble', 'Galio', 'Malphite']",54,47,53
279,Sunny#1  ,master,71,"['Diana', 'Mordekaiser', 'Pantheon']",28,19,60
280,llaGanks#LLA,master,71,"['XinZhao', 'Khazix', 'LeeSin']",28,11,72
281,blxscx#NA1,master,71,"['Zeri', 'Lucian', 'Varus']",26,13,67
282,Giant Yordle#NA1,master,70,"['Janna', 'Milio', 'Sona']",48,35,58
283,Alicopter#NA1,master,70,['Alistar'],31,19,62
284,teal kiwi#sera,master,70,"['Seraphine', 'Janna', 'Sona']",54,38,59
285,poome1#NA1,master,70,"['Pyke', 'Senna', 'Milio']",23,12,66
286,llIlIllIllllllIl#NA1,master,69,"['LeeSin', 'Lillia', 'Kindred']",28,13,68
287,yandere breeder#NA1,master,68,"['XinZhao', 'Sylas', 'Diana']",43,41,51
288,Geiger#NA1,master,68,"['KSante', 'Aatrox', 'Rumble']",55,56,50
289,100T Tenacity#666,master,68,"['Vayne', 'Jax', 'Yone']",23,10,70
290,Romi#BABA,master,67,"['Jhin', 'Swain', 'Gragas']",25,15,63
291,The PlayMaker O#NA1,master,67,"['Akali', 'Orianna', 'Irelia']",25,15,63
292,Washed Boomer#NA1,master,67,"['Leona', 'Nautilus', 'Milio']",36,20,64
293,Eclipse#NA01,master,66,"['Aatrox', 'Riven', 'Akali']",35,34,51
294,Danman96#NA1,master,66,"['Draven', 'Kalista', 'Jhin']",42,28,60
295,llaShadow#LLA,master,66,"['Neeko', 'Lux', 'Bard']",30,15,67
296,numberrenduonu#NA1,master,66,"['Akshan', 'Kayle', 'Tryndamere']",35,11,76
297,TwtchTv MoeZaic#NA1,master,66,"['Cassiopeia', 'Kennen', 'Pyke']",42,35,55
298,Lûnar#3453,master,65,"['Lucian', 'Kalista', 'Kaisa']",26,14,65
299,Lil Phil#GOD,master,65,"['Draven', 'Xayah', 'Lucian']",34,23,60
300,Rositajonez#NA1,master,65,"['Seraphine', 'Senna', 'Sona']",60,49,55
301,PapiEnchilada#daddy,master,65,"['Zed', 'Yasuo', 'Yone']",34,20,63
302,trisend333#NA1,master,65,"['Syndra', 'Ryze']",33,23,59
303,deadshot fan#NA1,master,65,"['Jax', 'Irelia', 'Vayne']",29,24,55
304,小 叮#0619,master,64,"['Graves', 'Gwen', 'Viego']",51,43,54
305,abigbroomstick#NA1,master,64,"['Zyra', 'Rakan', 'Thresh']",32,26,55
306,喵子兮#0822,master,63,"['Annie', 'Pantheon', 'Neeko']",25,17,60
307,MrBrobo#Snorf,master,63,"['Braum', 'Nautilus', 'Rakan']",32,25,56
308,Ty G#Teemo,master,62,"['Teemo', 'Kayle', 'Garen']",41,39,51
309,F33dMeKills#NA1,master,62,"['MissFortune', 'Vex', 'Velkoz']",45,34,57
310,Imkyuki#0001,master,62,"['Karma', 'Anivia', 'Pantheon']",27,13,68
311,KuddlyKraken#NA1,master,61,"['Zyra', 'Rakan', 'Jinx']",24,13,65
312,Drew#Dozer,master,61,"['Pyke', 'Katarina', 'Corki']",33,23,59
